customer_id,month,plan,mrr,status
CUST00033,2023-03,Starter,49,active
CUST00034,2023-03,Starter,49,active
CUST00035,2023-03,Growth,149,active
CUST00036,2023-03,Growth,149,active
CUST00037,2023-03,Growth,149,active
CUST00038,2023-03,Starter,49,active
CUST00039,2023-03,Growth,149,active
CUST00040,2023-03,Starter,49,active
CUST00041,2023-03,Starter,49,active
CUST00042,2023-03,Starter,49,active
CUST00043,2023-03,Starter,49,active
CUST00044,2023-03,Starter,49,active
CUST00045,2023-03,Starter,49,active
CUST00046,2023-03,Starter,49,active
CUST00047,2023-03,Growth,149,active
CUST00048,2023-03,Starter,49,active
CUST00049,2023-03,Starter,49,active
CUST00050,2023-03,Starter,49,active
CUST00051,2023-03,Starter,49,active
CUST00052,2023-03,Scale,399,active
CUST00053,2023-03,Growth,149,active
CUST00054,2023-03,Growth,149,active
CUST00055,2023-03,Starter,49,active
CUST00056,2023-03,Scale,399,active
CUST00057,2023-03,Starter,49,active
CUST00058,2023-03,Starter,49,active
CUST00059,2023-03,Scale,399,active
CUST00060,2023-03,Growth,149,active
CUST00061,2023-03,Starter,49,active
CUST00062,2023-03,Growth,149,active
CUST00063,2023-03,Growth,149,active
CUST00064,2023-03,Growth,149,active
CUST00065,2023-03,Starter,49,active
CUST00066,2023-03,Growth,149,active
CUST00067,2023-03,Starter,49,active
CUST00068,2023-03,Starter,49,active
CUST00069,2023-03,Starter,49,active
CUST00070,2023-03,Starter,49,active
CUST00071,2023-03,Starter,49,active
CUST00072,2023-03,Scale,399,active
CUST00073,2023-03,Growth,149,active
CUST00074,2023-03,Starter,49,active
CUST00075,2023-03,Starter,49,active
CUST00076,2023-03,Starter,49,active
CUST00077,2023-03,Growth,149,active
CUST00078,2023-03,Growth,149,active
CUST00079,2023-03,Starter,49,active
CUST00080,2023-03,Growth,149,active
CUST00081,2023-03,Growth,149,active
CUST00082,2023-03,Starter,49,active
CUST00083,2023-03,Growth,149,active
CUST00084,2023-03,Starter,49,active
CUST00085,2023-03,Growth,149,active
CUST00086,2023-03,Starter,49,active
CUST00087,2023-03,Starter,49,active
CUST00088,2023-03,Starter,49,active
CUST00089,2023-03,Starter,49,active
CUST00090,2023-03,Scale,399,active
CUST00091,2023-03,Growth,149,active
CUST00092,2023-03,Growth,149,active
CUST00093,2023-03,Starter,49,active
CUST00094,2023-03,Starter,49,active
CUST00095,2023-03,Growth,149,active
CUST00096,2023-03,Scale,399,active
CUST00097,2023-03,Starter,49,active
CUST00098,2023-03,Starter,49,active
CUST00099,2023-03,Starter,49,active
CUST00100,2023-03,Growth,149,active
CUST00101,2023-03,Growth,149,active
CUST00102,2023-03,Starter,49,active
CUST00103,2023-03,Starter,49,active
CUST00104,2023-03,Starter,49,active
CUST00001,2023-04,Starter,49,active
CUST00002,2023-04,Starter,49,active
CUST00003,2023-04,Growth,149,active
CUST00004,2023-04,Growth,149,active
CUST00005,2023-04,Growth,149,active
CUST00006,2023-04,Growth,149,active
CUST00007,2023-04,Starter,49,active
CUST00008,2023-04,Starter,49,active
CUST00009,2023-04,Starter,49,active
CUST00010,2023-04,Growth,149,active
CUST00011,2023-04,Starter,49,active
CUST00012,2023-04,Starter,49,active
CUST00013,2023-04,Growth,149,active
CUST00014,2023-04,Starter,49,active
CUST00015,2023-04,Starter,49,active
CUST00016,2023-04,Starter,49,active
CUST00017,2023-04,Growth,149,active
CUST00018,2023-04,Starter,49,active
CUST00019,2023-04,Scale,399,active
CUST00020,2023-04,Growth,149,active
CUST00021,2023-04,Starter,49,active
CUST00022,2023-04,Starter,49,active
CUST00023,2023-04,Scale,0,canceled
CUST00024,2023-04,Starter,49,active
CUST00025,2023-04,Starter,49,active
CUST00026,2023-04,Starter,49,active
CUST00027,2023-04,Growth,149,active
CUST00028,2023-04,Growth,149,active
CUST00029,2023-04,Growth,149,active
CUST00030,2023-04,Growth,0,canceled
CUST00031,2023-04,Starter,49,active
CUST00032,2023-04,Scale,399,active
CUST00033,2023-04,Starter,49,active
CUST00034,2023-04,Starter,49,active
CUST00035,2023-04,Growth,149,active
CUST00036,2023-04,Growth,149,active
CUST00037,2023-04,Growth,149,active
CUST00038,2023-04,Starter,49,active
CUST00039,2023-04,Growth,149,active
CUST00040,2023-04,Starter,49,active
CUST00041,2023-04,Starter,49,active
CUST00042,2023-04,Starter,49,active
CUST00043,2023-04,Starter,49,active
CUST00044,2023-04,Starter,0,canceled
CUST00045,2023-04,Starter,49,active
CUST00046,2023-04,Starter,49,active
CUST00047,2023-04,Growth,149,active
CUST00048,2023-04,Starter,49,active
CUST00049,2023-04,Starter,49,active
CUST00050,2023-04,Starter,49,active
CUST00051,2023-04,Starter,0,canceled
CUST00052,2023-04,Scale,399,active
CUST00053,2023-04,Growth,149,active
CUST00054,2023-04,Growth,149,active
CUST00055,2023-04,Starter,49,active
CUST00056,2023-04,Scale,399,active
CUST00057,2023-04,Starter,49,active
CUST00058,2023-04,Starter,49,active
CUST00059,2023-04,Scale,399,active
CUST00060,2023-04,Growth,149,active
CUST00061,2023-04,Starter,49,active
CUST00062,2023-04,Growth,149,active
CUST00063,2023-04,Growth,149,active
CUST00064,2023-04,Growth,149,active
CUST00065,2023-04,Starter,49,active
CUST00066,2023-04,Growth,149,active
CUST00067,2023-04,Starter,49,active
CUST00068,2023-04,Starter,49,active
CUST00069,2023-04,Starter,49,active
CUST00070,2023-04,Starter,49,active
CUST00071,2023-04,Starter,49,active
CUST00072,2023-04,Scale,399,active
CUST00073,2023-04,Growth,149,active
CUST00074,2023-04,Starter,49,active
CUST00075,2023-04,Starter,49,active
CUST00076,2023-04,Starter,49,active
CUST00077,2023-04,Growth,149,active
CUST00078,2023-04,Scale,399,active
CUST00079,2023-04,Starter,49,active
CUST00080,2023-04,Growth,149,active
CUST00081,2023-04,Growth,149,active
CUST00082,2023-04,Starter,49,active
CUST00083,2023-04,Growth,149,active
CUST00084,2023-04,Starter,49,active
CUST00085,2023-04,Growth,149,active
CUST00086,2023-04,Starter,49,active
CUST00087,2023-04,Starter,49,active
CUST00088,2023-04,Starter,49,active
CUST00089,2023-04,Starter,49,active
CUST00090,2023-04,Scale,399,active
CUST00091,2023-04,Growth,149,active
CUST00092,2023-04,Growth,149,active
CUST00093,2023-04,Starter,49,active
CUST00094,2023-04,Starter,49,active
CUST00095,2023-04,Growth,149,active
CUST00096,2023-04,Growth,149,active
CUST00097,2023-04,Starter,49,active
CUST00098,2023-04,Starter,49,active
CUST00099,2023-04,Starter,49,active
CUST00100,2023-04,Growth,149,active
CUST00101,2023-04,Growth,149,active
CUST00102,2023-04,Starter,49,active
CUST00103,2023-04,Starter,49,active
CUST00104,2023-04,Starter,49,active
CUST00105,2023-04,Growth,149,active
CUST00106,2023-04,Starter,49,active
CUST00107,2023-04,Starter,49,active
CUST00108,2023-04,Scale,399,active
CUST00109,2023-04,Scale,399,active
CUST00110,2023-04,Starter,49,active
CUST00111,2023-04,Growth,149,active
CUST00112,2023-04,Starter,49,active
CUST00113,2023-04,Starter,49,active
CUST00114,2023-04,Scale,399,active
CUST00115,2023-04,Starter,49,active
CUST00116,2023-04,Starter,49,active
CUST00117,2023-04,Growth,149,active
CUST00118,2023-04,Starter,49,active
CUST00119,2023-04,Starter,49,active
CUST00120,2023-04,Starter,49,active
CUST00121,2023-04,Growth,149,active
CUST00122,2023-04,Starter,49,active
CUST00123,2023-04,Scale,399,active
CUST00124,2023-04,Starter,49,active
CUST00125,2023-04,Starter,49,active
CUST00126,2023-04,Starter,49,active
CUST00127,2023-04,Growth,149,active
CUST00128,2023-04,Starter,49,active
CUST00129,2023-04,Starter,49,active
CUST00130,2023-04,Growth,149,active
CUST00131,2023-04,Starter,49,active
CUST00132,2023-04,Starter,49,active
CUST00133,2023-04,Growth,149,active
CUST00134,2023-04,Starter,49,active
CUST00135,2023-04,Starter,49,active
CUST00136,2023-04,Starter,49,active
CUST00137,2023-04,Scale,399,active
CUST00138,2023-04,Starter,49,active
CUST00139,2023-04,Growth,149,active
CUST00140,2023-04,Starter,49,active
CUST00001,2023-05,Starter,49,active
CUST00002,2023-05,Starter,49,active
CUST00003,2023-05,Growth,149,active
CUST00004,2023-05,Growth,149,active
CUST00005,2023-05,Growth,149,active
CUST00006,2023-05,Growth,149,active
CUST00007,2023-05,Starter,49,active
CUST00008,2023-05,Starter,49,active
CUST00009,2023-05,Starter,49,active
CUST00010,2023-05,Growth,149,active
CUST00011,2023-05,Starter,49,active
CUST00012,2023-05,Starter,49,active
CUST00013,2023-05,Growth,149,active
CUST00014,2023-05,Starter,0,canceled
CUST00015,2023-05,Starter,49,active
CUST00016,2023-05,Starter,49,active
CUST00017,2023-05,Growth,149,active
CUST00018,2023-05,Starter,49,active
CUST00019,2023-05,Scale,399,active
CUST00020,2023-05,Growth,149,active
CUST00021,2023-05,Starter,49,active
CUST00022,2023-05,Starter,49,active
CUST00023,2023-05,Scale,0,canceled
CUST00024,2023-05,Starter,49,active
CUST00025,2023-05,Starter,49,active
CUST00026,2023-05,Starter,49,active
CUST00027,2023-05,Growth,149,active
CUST00028,2023-05,Growth,149,active
CUST00029,2023-05,Growth,149,active
CUST00030,2023-05,Growth,0,canceled
CUST00031,2023-05,Starter,49,active
CUST00032,2023-05,Scale,399,active
CUST00033,2023-05,Starter,49,active
CUST00034,2023-05,Starter,49,active
CUST00035,2023-05,Scale,399,active
CUST00036,2023-05,Growth,149,active
CUST00037,2023-05,Growth,149,active
CUST00038,2023-05,Starter,49,active
CUST00039,2023-05,Starter,49,active
CUST00040,2023-05,Starter,49,active
CUST00041,2023-05,Starter,49,active
CUST00042,2023-05,Starter,49,active
CUST00043,2023-05,Starter,49,active
CUST00044,2023-05,Starter,0,canceled
CUST00045,2023-05,Starter,49,active
CUST00046,2023-05,Starter,49,active
CUST00047,2023-05,Growth,0,canceled
CUST00048,2023-05,Starter,49,active
CUST00049,2023-05,Starter,49,active
CUST00050,2023-05,Starter,49,active
CUST00051,2023-05,Starter,0,canceled
CUST00052,2023-05,Scale,399,active
CUST00053,2023-05,Growth,149,active
CUST00054,2023-05,Growth,149,active
CUST00055,2023-05,Growth,149,active
CUST00056,2023-05,Scale,399,active
CUST00057,2023-05,Starter,49,active
CUST00058,2023-05,Starter,49,active
CUST00059,2023-05,Scale,399,active
CUST00060,2023-05,Growth,149,active
CUST00061,2023-05,Starter,49,active
CUST00062,2023-05,Growth,149,active
CUST00063,2023-05,Growth,149,active
CUST00064,2023-05,Growth,149,active
CUST00065,2023-05,Starter,49,active
CUST00066,2023-05,Growth,149,active
CUST00067,2023-05,Starter,49,active
CUST00068,2023-05,Starter,49,active
CUST00069,2023-05,Starter,49,active
CUST00070,2023-05,Starter,49,active
CUST00071,2023-05,Starter,49,active
CUST00072,2023-05,Scale,399,active
CUST00073,2023-05,Growth,149,active
CUST00074,2023-05,Starter,49,active
CUST00075,2023-05,Starter,49,active
CUST00076,2023-05,Starter,49,active
CUST00077,2023-05,Growth,149,active
CUST00078,2023-05,Scale,399,active
CUST00079,2023-05,Starter,49,active
CUST00080,2023-05,Growth,149,active
CUST00081,2023-05,Growth,149,active
CUST00082,2023-05,Starter,49,active
CUST00083,2023-05,Growth,149,active
CUST00084,2023-05,Starter,49,active
CUST00085,2023-05,Growth,149,active
CUST00086,2023-05,Starter,49,active
CUST00087,2023-05,Starter,49,active
CUST00088,2023-05,Starter,49,active
CUST00089,2023-05,Growth,149,active
CUST00090,2023-05,Scale,399,active
CUST00091,2023-05,Growth,149,active
CUST00092,2023-05,Growth,149,active
CUST00093,2023-05,Starter,49,active
CUST00094,2023-05,Starter,49,active
CUST00095,2023-05,Growth,149,active
CUST00096,2023-05,Growth,149,active
CUST00097,2023-05,Starter,49,active
CUST00098,2023-05,Starter,49,active
CUST00099,2023-05,Starter,49,active
CUST00100,2023-05,Growth,149,active
CUST00101,2023-05,Growth,0,canceled
CUST00102,2023-05,Starter,49,active
CUST00103,2023-05,Starter,49,active
CUST00104,2023-05,Starter,49,active
CUST00105,2023-05,Growth,149,active
CUST00106,2023-05,Starter,49,active
CUST00107,2023-05,Starter,49,active
CUST00108,2023-05,Scale,399,active
CUST00109,2023-05,Scale,399,active
CUST00110,2023-05,Starter,49,active
CUST00111,2023-05,Growth,149,active
CUST00112,2023-05,Starter,49,active
CUST00113,2023-05,Starter,0,canceled
CUST00114,2023-05,Scale,399,active
CUST00115,2023-05,Starter,49,active
CUST00116,2023-05,Starter,49,active
CUST00117,2023-05,Growth,149,active
CUST00118,2023-05,Starter,49,active
CUST00119,2023-05,Starter,49,active
CUST00120,2023-05,Starter,49,active
CUST00121,2023-05,Scale,399,active
CUST00122,2023-05,Starter,49,active
CUST00123,2023-05,Scale,399,active
CUST00124,2023-05,Starter,0,canceled
CUST00125,2023-05,Starter,49,active
CUST00126,2023-05,Starter,49,active
CUST00127,2023-05,Growth,149,active
CUST00128,2023-05,Growth,149,active
CUST00129,2023-05,Starter,49,active
CUST00130,2023-05,Growth,149,active
CUST00131,2023-05,Starter,49,active
CUST00132,2023-05,Starter,49,active
CUST00133,2023-05,Growth,149,active
CUST00134,2023-05,Starter,49,active
CUST00135,2023-05,Starter,49,active
CUST00136,2023-05,Starter,49,active
CUST00137,2023-05,Scale,399,active
CUST00138,2023-05,Starter,0,canceled
CUST00139,2023-05,Growth,149,active
CUST00140,2023-05,Starter,49,active
CUST00141,2023-05,Starter,49,active
CUST00142,2023-05,Scale,399,active
CUST00143,2023-05,Starter,49,active
CUST00144,2023-05,Scale,399,active
CUST00145,2023-05,Starter,49,active
CUST00146,2023-05,Starter,49,active
CUST00147,2023-05,Starter,49,active
CUST00148,2023-05,Growth,149,active
CUST00149,2023-05,Starter,49,active
CUST00150,2023-05,Growth,149,active
CUST00151,2023-05,Starter,49,active
CUST00152,2023-05,Starter,49,active
CUST00153,2023-05,Starter,49,active
CUST00154,2023-05,Starter,49,active
CUST00155,2023-05,Growth,149,active
CUST00156,2023-05,Starter,49,active
CUST00157,2023-05,Scale,399,active
CUST00158,2023-05,Starter,49,active
CUST00159,2023-05,Growth,149,active
CUST00160,2023-05,Growth,149,active
CUST00161,2023-05,Growth,149,active
CUST00162,2023-05,Starter,49,active
CUST00163,2023-05,Starter,49,active
CUST00164,2023-05,Growth,149,active
CUST00165,2023-05,Starter,49,active
CUST00166,2023-05,Starter,49,active
CUST00167,2023-05,Growth,149,active
CUST00168,2023-05,Growth,149,active
CUST00001,2023-06,Starter,49,active
CUST00002,2023-06,Starter,49,active
CUST00003,2023-06,Growth,149,active
CUST00004,2023-06,Growth,149,active
CUST00005,2023-06,Growth,149,active
CUST00006,2023-06,Growth,149,active
CUST00007,2023-06,Starter,49,active
CUST00008,2023-06,Starter,49,active
CUST00009,2023-06,Starter,49,active
CUST00010,2023-06,Growth,149,active
CUST00011,2023-06,Starter,49,active
CUST00012,2023-06,Starter,49,active
CUST00013,2023-06,Growth,149,active
CUST00014,2023-06,Starter,0,canceled
CUST00015,2023-06,Starter,49,active
CUST00016,2023-06,Starter,49,active
CUST00017,2023-06,Growth,149,active
CUST00018,2023-06,Starter,49,active
CUST00019,2023-06,Scale,399,active
CUST00020,2023-06,Growth,149,active
CUST00021,2023-06,Starter,49,active
CUST00022,2023-06,Starter,49,active
CUST00023,2023-06,Scale,0,canceled
CUST00024,2023-06,Starter,49,active
CUST00025,2023-06,Starter,49,active
CUST00026,2023-06,Starter,49,active
CUST00027,2023-06,Growth,149,active
CUST00028,2023-06,Growth,149,active
CUST00029,2023-06,Growth,149,active
CUST00030,2023-06,Growth,0,canceled
CUST00031,2023-06,Starter,49,active
CUST00032,2023-06,Growth,149,active
CUST00033,2023-06,Starter,49,active
CUST00034,2023-06,Starter,49,active
CUST00035,2023-06,Scale,399,active
CUST00036,2023-06,Growth,149,active
CUST00037,2023-06,Growth,149,active
CUST00038,2023-06,Starter,49,active
CUST00039,2023-06,Starter,49,active
CUST00040,2023-06,Starter,49,active
CUST00041,2023-06,Starter,0,canceled
CUST00042,2023-06,Starter,49,active
CUST00043,2023-06,Starter,49,active
CUST00044,2023-06,Starter,0,canceled
CUST00045,2023-06,Starter,49,active
CUST00046,2023-06,Starter,49,active
CUST00047,2023-06,Growth,0,canceled
CUST00048,2023-06,Starter,49,active
CUST00049,2023-06,Starter,49,active
CUST00050,2023-06,Starter,49,active
CUST00051,2023-06,Starter,0,canceled
CUST00052,2023-06,Scale,399,active
CUST00053,2023-06,Growth,149,active
CUST00054,2023-06,Growth,149,active
CUST00055,2023-06,Growth,149,active
CUST00056,2023-06,Scale,399,active
CUST00057,2023-06,Starter,49,active
CUST00058,2023-06,Starter,49,active
CUST00059,2023-06,Scale,399,active
CUST00060,2023-06,Growth,149,active
CUST00061,2023-06,Starter,49,active
CUST00062,2023-06,Growth,149,active
CUST00063,2023-06,Growth,149,active
CUST00064,2023-06,Growth,149,active
CUST00065,2023-06,Starter,49,active
CUST00066,2023-06,Growth,149,active
CUST00067,2023-06,Starter,49,active
CUST00068,2023-06,Starter,49,active
CUST00069,2023-06,Starter,49,active
CUST00070,2023-06,Starter,49,active
CUST00071,2023-06,Starter,49,active
CUST00072,2023-06,Scale,399,active
CUST00073,2023-06,Growth,149,active
CUST00074,2023-06,Starter,49,active
CUST00075,2023-06,Starter,49,active
CUST00076,2023-06,Starter,49,active
CUST00077,2023-06,Growth,149,active
CUST00078,2023-06,Scale,399,active
CUST00079,2023-06,Starter,49,active
CUST00080,2023-06,Growth,0,canceled
CUST00081,2023-06,Growth,149,active
CUST00082,2023-06,Starter,49,active
CUST00083,2023-06,Growth,149,active
CUST00084,2023-06,Starter,49,active
CUST00085,2023-06,Growth,149,active
CUST00086,2023-06,Starter,49,active
CUST00087,2023-06,Starter,49,active
CUST00088,2023-06,Starter,49,active
CUST00089,2023-06,Growth,149,active
CUST00090,2023-06,Scale,399,active
CUST00091,2023-06,Growth,149,active
CUST00092,2023-06,Growth,149,active
CUST00093,2023-06,Starter,49,active
CUST00094,2023-06,Growth,149,active
CUST00095,2023-06,Growth,149,active
CUST00096,2023-06,Growth,149,active
CUST00097,2023-06,Starter,49,active
CUST00098,2023-06,Starter,49,active
CUST00099,2023-06,Growth,149,active
CUST00100,2023-06,Growth,149,active
CUST00101,2023-06,Growth,0,canceled
CUST00102,2023-06,Starter,49,active
CUST00103,2023-06,Starter,49,active
CUST00104,2023-06,Starter,49,active
CUST00105,2023-06,Growth,149,active
CUST00106,2023-06,Starter,49,active
CUST00107,2023-06,Starter,49,active
CUST00108,2023-06,Scale,399,active
CUST00109,2023-06,Scale,399,active
CUST00110,2023-06,Starter,49,active
CUST00111,2023-06,Growth,149,active
CUST00112,2023-06,Starter,49,active
CUST00113,2023-06,Starter,0,canceled
CUST00114,2023-06,Scale,399,active
CUST00115,2023-06,Starter,49,active
CUST00116,2023-06,Starter,49,active
CUST00117,2023-06,Growth,149,active
CUST00118,2023-06,Starter,49,active
CUST00119,2023-06,Starter,49,active
CUST00120,2023-06,Starter,49,active
CUST00121,2023-06,Scale,399,active
CUST00122,2023-06,Starter,49,active
CUST00123,2023-06,Scale,399,active
CUST00124,2023-06,Starter,0,canceled
CUST00125,2023-06,Starter,49,active
CUST00126,2023-06,Growth,149,active
CUST00127,2023-06,Growth,0,canceled
CUST00128,2023-06,Growth,149,active
CUST00129,2023-06,Starter,49,active
CUST00130,2023-06,Growth,149,active
CUST00131,2023-06,Starter,49,active
CUST00132,2023-06,Starter,49,active
CUST00133,2023-06,Growth,149,active
CUST00134,2023-06,Starter,49,active
CUST00135,2023-06,Starter,49,active
CUST00136,2023-06,Starter,49,active
CUST00137,2023-06,Scale,399,active
CUST00138,2023-06,Starter,0,canceled
CUST00139,2023-06,Growth,149,active
CUST00140,2023-06,Starter,49,active
CUST00141,2023-06,Starter,49,active
CUST00142,2023-06,Scale,399,active
CUST00143,2023-06,Starter,49,active
CUST00144,2023-06,Scale,399,active
CUST00145,2023-06,Starter,49,active
CUST00146,2023-06,Growth,149,active
CUST00147,2023-06,Starter,49,active
CUST00148,2023-06,Growth,149,active
CUST00149,2023-06,Starter,49,active
CUST00150,2023-06,Growth,149,active
CUST00151,2023-06,Starter,49,active
CUST00152,2023-06,Starter,49,active
CUST00153,2023-06,Starter,49,active
CUST00154,2023-06,Starter,49,active
CUST00155,2023-06,Growth,149,active
CUST00156,2023-06,Starter,49,active
CUST00157,2023-06,Scale,399,active
CUST00158,2023-06,Starter,49,active
CUST00159,2023-06,Scale,399,active
CUST00160,2023-06,Growth,149,active
CUST00161,2023-06,Growth,149,active
CUST00162,2023-06,Starter,49,active
CUST00163,2023-06,Starter,49,active
CUST00164,2023-06,Growth,149,active
CUST00165,2023-06,Starter,49,active
CUST00166,2023-06,Starter,49,active
CUST00167,2023-06,Growth,149,active
CUST00168,2023-06,Growth,149,active
CUST00169,2023-06,Starter,49,active
CUST00170,2023-06,Growth,149,active
CUST00171,2023-06,Growth,149,active
CUST00172,2023-06,Growth,149,active
CUST00173,2023-06,Growth,149,active
CUST00174,2023-06,Scale,399,active
CUST00175,2023-06,Starter,49,active
CUST00176,2023-06,Starter,49,active
CUST00177,2023-06,Starter,49,active
CUST00178,2023-06,Starter,49,active
CUST00179,2023-06,Growth,149,active
CUST00180,2023-06,Starter,49,active
CUST00181,2023-06,Starter,49,active
CUST00182,2023-06,Growth,149,active
CUST00183,2023-06,Growth,149,active
CUST00184,2023-06,Starter,49,active
CUST00185,2023-06,Growth,149,active
CUST00186,2023-06,Growth,149,active
CUST00187,2023-06,Starter,49,active
CUST00188,2023-06,Growth,149,active
CUST00189,2023-06,Scale,399,active
CUST00190,2023-06,Starter,49,active
CUST00191,2023-06,Starter,49,active
CUST00192,2023-06,Starter,49,active
CUST00193,2023-06,Growth,149,active
CUST00194,2023-06,Scale,399,active
CUST00195,2023-06,Starter,49,active
CUST00196,2023-06,Growth,149,active
CUST00197,2023-06,Starter,49,active
CUST00198,2023-06,Growth,149,active
CUST00199,2023-06,Growth,149,active
CUST00200,2023-06,Starter,49,active
CUST00201,2023-06,Growth,149,active
CUST00202,2023-06,Growth,149,active
CUST00203,2023-06,Growth,149,active
CUST00204,2023-06,Starter,49,active
CUST00205,2023-06,Scale,399,active
CUST00001,2023-07,Starter,49,active
CUST00002,2023-07,Starter,49,active
CUST00003,2023-07,Growth,149,active
CUST00004,2023-07,Growth,149,active
CUST00005,2023-07,Growth,149,active
CUST00006,2023-07,Growth,149,active
CUST00007,2023-07,Starter,49,active
CUST00008,2023-07,Starter,49,active
CUST00009,2023-07,Starter,49,active
CUST00010,2023-07,Growth,149,active
CUST00011,2023-07,Starter,49,active
CUST00012,2023-07,Starter,49,active
