"customer_id";"month";"plan";"mrr";"status";"prev_status";"prev_mrr";"movement_type"
"CUST00004";"2025-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00004";"2025-04-01";"Starter";49;"active";"active";49;"no_change"
"CUST00004";"2025-05-01";"Starter";49;"active";"active";49;"no_change"
"CUST00004";"2025-06-01";"Starter";49;"active";"active";49;"no_change"
"CUST00004";"2025-07-01";"Starter";49;"active";"active";49;"no_change"
"CUST00004";"2025-08-01";"Starter";49;"active";"active";49;"no_change"
"CUST00004";"2025-09-01";"Starter";49;"active";"active";49;"no_change"
"CUST00004";"2025-10-01";"Starter";49;"active";"active";49;"no_change"
"CUST00004";"2025-11-01";"Starter";49;"active";"active";49;"no_change"
"CUST00004";"2025-12-01";"Starter";49;"active";"active";49;"no_change"
"CUST00005";"2023-01-01";"Growth";149;"active";"";0;"new"
"CUST00005";"2023-02-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-03-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-04-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-05-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-06-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-07-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-08-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-09-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-11-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2023-12-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-01-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-02-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-03-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-04-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-05-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-06-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-07-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-08-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-09-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-11-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2024-12-01";"Growth";149;"active";"active";149;"no_change"
"CUST00005";"2025-01-01";"Starter";49;"active";"active";149;"contraction"
"CUST00005";"2025-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00005";"2025-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00005";"2025-04-01";"Growth";149;"active";"active";49;"expansion"
"CUST00005";"2025-05-01";"Starter";49;"active";"active";149;"contraction"
"CUST00005";"2025-06-01";"Starter";49;"active";"active";49;"no_change"
"CUST00005";"2025-07-01";"Starter";49;"active";"active";49;"no_change"
"CUST00005";"2025-08-01";"Starter";49;"active";"active";49;"no_change"
"CUST00005";"2025-09-01";"Starter";49;"active";"active";49;"no_change"
"CUST00005";"2025-10-01";"Starter";49;"active";"active";49;"no_change"
"CUST00005";"2025-11-01";"Starter";49;"active";"active";49;"no_change"
"CUST00005";"2025-12-01";"Starter";49;"active";"active";49;"no_change"
"CUST00006";"2023-01-01";"Starter";49;"active";"";0;"new"
"CUST00006";"2023-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00006";"2023-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00006";"2023-04-01";"Growth";149;"active";"active";49;"expansion"
"CUST00006";"2023-05-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2023-06-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2023-07-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2023-08-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2023-09-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2023-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2023-11-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2023-12-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2024-01-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2024-02-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2024-03-01";"Growth";149;"active";"active";149;"no_change"
"CUST00006";"2024-04-01";"Growth";0;"canceled";"active";149;"churned"
"CUST00006";"2024-05-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2024-06-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2024-07-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2024-08-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2024-09-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2024-10-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2024-11-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2024-12-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-01-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-02-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-03-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-04-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-05-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-06-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-07-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-08-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-09-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-10-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-11-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00006";"2025-12-01";"Growth";0;"canceled";"canceled";0;"no_change"
"CUST00007";"2023-01-01";"Starter";49;"active";"";0;"new"
"CUST00007";"2023-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-04-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-05-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-06-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-07-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-08-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-09-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-10-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-11-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2023-12-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2024-01-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2024-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2024-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00007";"2024-04-01";"Growth";149;"active";"active";49;"expansion"
"CUST00007";"2024-05-01";"Growth";149;"active";"active";149;"no_change"
"CUST00007";"2024-06-01";"Growth";149;"active";"active";149;"no_change"
"CUST00007";"2024-07-01";"Scale";399;"active";"active";149;"expansion"
"CUST00007";"2024-08-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2024-09-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2024-10-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2024-11-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2024-12-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-01-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-02-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-03-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-04-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-05-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-06-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-07-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-08-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-09-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-10-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-11-01";"Scale";399;"active";"active";399;"no_change"
"CUST00007";"2025-12-01";"Scale";399;"active";"active";399;"no_change"
"CUST00008";"2023-01-01";"Starter";49;"active";"";0;"new"
"CUST00008";"2023-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-04-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-05-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-06-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-07-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-08-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-09-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-10-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-11-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2023-12-01";"Starter";49;"active";"active";49;"no_change"
"CUST00008";"2024-01-01";"Growth";149;"active";"active";49;"expansion"
"CUST00008";"2024-02-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-03-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-04-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-05-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-06-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-07-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-08-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-09-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-11-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2024-12-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-01-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-02-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-03-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-04-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-05-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-06-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-07-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-08-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-09-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-11-01";"Growth";149;"active";"active";149;"no_change"
"CUST00008";"2025-12-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2023-01-01";"Starter";49;"active";"";0;"new"
"CUST00009";"2023-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00009";"2023-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00009";"2023-04-01";"Starter";49;"active";"active";49;"no_change"
"CUST00009";"2023-05-01";"Starter";49;"active";"active";49;"no_change"
"CUST00009";"2023-06-01";"Starter";49;"active";"active";49;"no_change"
"CUST00009";"2023-07-01";"Starter";49;"active";"active";49;"no_change"
"CUST00009";"2023-08-01";"Growth";149;"active";"active";49;"expansion"
"CUST00009";"2023-09-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2023-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2023-11-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2023-12-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2024-01-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2024-02-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2024-03-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2024-04-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2024-05-01";"Scale";399;"active";"active";149;"expansion"
"CUST00009";"2024-06-01";"Scale";399;"active";"active";399;"no_change"
"CUST00009";"2024-07-01";"Scale";399;"active";"active";399;"no_change"
"CUST00009";"2024-08-01";"Scale";399;"active";"active";399;"no_change"
"CUST00009";"2024-09-01";"Scale";399;"active";"active";399;"no_change"
"CUST00009";"2024-10-01";"Scale";399;"active";"active";399;"no_change"
"CUST00009";"2024-11-01";"Growth";149;"active";"active";399;"contraction"
"CUST00009";"2024-12-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-01-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-02-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-03-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-04-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-05-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-06-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-07-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-08-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-09-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-11-01";"Growth";149;"active";"active";149;"no_change"
"CUST00009";"2025-12-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2023-01-01";"Starter";49;"active";"";0;"new"
"CUST00010";"2023-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2023-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2023-04-01";"Growth";149;"active";"active";49;"expansion"
"CUST00010";"2023-05-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2023-06-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2023-07-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2023-08-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2023-09-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2023-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2023-11-01";"Starter";49;"active";"active";149;"contraction"
"CUST00010";"2023-12-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-01-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-04-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-05-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-06-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-07-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-08-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-09-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-10-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-11-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2024-12-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2025-01-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2025-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00010";"2025-03-01";"Growth";149;"active";"active";49;"expansion"
"CUST00010";"2025-04-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2025-05-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2025-06-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2025-07-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2025-08-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2025-09-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2025-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2025-11-01";"Growth";149;"active";"active";149;"no_change"
"CUST00010";"2025-12-01";"Growth";149;"active";"active";149;"no_change"
"CUST00011";"2023-01-01";"Starter";49;"active";"";0;"new"
"CUST00011";"2023-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-04-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-05-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-06-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-07-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-08-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-09-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-10-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-11-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2023-12-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2024-01-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2024-02-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2024-03-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2024-04-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2024-05-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2024-06-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2024-07-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2024-08-01";"Starter";49;"active";"active";49;"no_change"
"CUST00011";"2024-09-01";"Growth";149;"active";"active";49;"expansion"
"CUST00011";"2024-10-01";"Growth";149;"active";"active";149;"no_change"
"CUST00011";"2024-11-01";"Growth";149;"active";"active";149;"no_change"
"CUST00011";"2024-12-01";"Growth";149;"active";"active";149;"no_change"
