"cohort_month";"months_since_signup";"active_mrr";"starting_mrr";"retention_pct"
"2023-04-01";30;3632.0;4314.0;84.2
"2023-04-01";31;3732.0;4314.0;86.5
"2023-04-01";32;3732.0;4314.0;86.5
"2023-05-01";0;3322.0;3322.0;100.0
"2023-05-01";1;3672.0;3322.0;110.5
"2023-05-01";2;3672.0;3322.0;110.5
"2023-05-01";3;3324.0;3322.0;100.1
"2023-05-01";4;3624.0;3322.0;109.1
"2023-05-01";5;3624.0;3322.0;109.1
"2023-05-01";6;3675.0;3322.0;110.6
"2023-05-01";7;3876.0;3322.0;116.7
"2023-05-01";8;3825.0;3322.0;115.1
"2023-05-01";9;3925.0;3322.0;118.2
"2023-05-01";10;4275.0;3322.0;128.7
"2023-05-01";11;4275.0;3322.0;128.7
"2023-05-01";12;4275.0;3322.0;128.7
"2023-05-01";13;4375.0;3322.0;131.7
"2023-05-01";14;4875.0;3322.0;146.7
"2023-05-01";15;4576.0;3322.0;137.7
"2023-05-01";16;4576.0;3322.0;137.7
"2023-05-01";17;4677.0;3322.0;140.8
"2023-05-01";18;4577.0;3322.0;137.8
"2023-05-01";19;4428.0;3322.0;133.3
"2023-05-01";20;4528.0;3322.0;136.3
"2023-05-01";21;4629.0;3322.0;139.3
"2023-05-01";22;4580.0;3322.0;137.9
"2023-05-01";23;4580.0;3322.0;137.9
"2023-05-01";24;4531.0;3322.0;136.4
"2023-05-01";25;4531.0;3322.0;136.4
"2023-05-01";26;4832.0;3322.0;145.5
"2023-05-01";27;4933.0;3322.0;148.5
"2023-05-01";28;4933.0;3322.0;148.5
"2023-05-01";29;4683.0;3322.0;141.0
"2023-05-01";30;5232.0;3322.0;157.5
"2023-05-01";31;5232.0;3322.0;157.5
"2023-06-01";0;4913.0;4913.0;100.0
"2023-06-01";1;4815.0;4913.0;98.0
"2023-06-01";2;4717.0;4913.0;96.0
"2023-06-01";3;5167.0;4913.0;105.2
"2023-06-01";4;5118.0;4913.0;104.2
"2023-06-01";5;6068.0;4913.0;123.5
"2023-06-01";6;5821.0;4913.0;118.5
"2023-06-01";7;5821.0;4913.0;118.5
"2023-06-01";8;6022.0;4913.0;122.6
"2023-06-01";9;5973.0;4913.0;121.6
"2023-06-01";10;6473.0;4913.0;131.8
"2023-06-01";11;6424.0;4913.0;130.8
"2023-06-01";12;6275.0;4913.0;127.7
"2023-06-01";13;6525.0;4913.0;132.8
"2023-06-01";14;6875.0;4913.0;139.9
"2023-06-01";15;6476.0;4913.0;131.8
"2023-06-01";16;6327.0;4913.0;128.8
"2023-06-01";17;6577.0;4913.0;133.9
"2023-06-01";18;6827.0;4913.0;139.0
"2023-06-01";19;6577.0;4913.0;133.9
"2023-06-01";20;6477.0;4913.0;131.8
"2023-06-01";21;6727.0;4913.0;136.9
"2023-06-01";22;6227.0;4913.0;126.7
"2023-06-01";23;6577.0;4913.0;133.9
"2023-06-01";24;6328.0;4913.0;128.8
"2023-06-01";25;5929.0;4913.0;120.7
"2023-06-01";26;5381.0;4913.0;109.5
"2023-06-01";27;5631.0;4913.0;114.6
"2023-06-01";28;5631.0;4913.0;114.6
"2023-06-01";29;5631.0;4913.0;114.6
"2023-06-01";30;5582.0;4913.0;113.6
"2023-07-01";0;4511.0;4511.0;100.0
"2023-07-01";1;4911.0;4511.0;108.9
"2023-07-01";2;5011.0;4511.0;111.1
"2023-07-01";3;4962.0;4511.0;110.0
"2023-07-01";4;5014.0;4511.0;111.2
"2023-07-01";5;5114.0;4511.0;113.4
"2023-07-01";6;5165.0;4511.0;114.5
"2023-07-01";7;5265.0;4511.0;116.7
"2023-07-01";8;5366.0;4511.0;119.0
"2023-07-01";9;5817.0;4511.0;129.0
"2023-07-01";10;5719.0;4511.0;126.8
"2023-07-01";11;5770.0;4511.0;127.9
"2023-07-01";12;6120.0;4511.0;135.7
"2023-07-01";13;6171.0;4511.0;136.8
"2023-07-01";14;6171.0;4511.0;136.8
"2023-07-01";15;6171.0;4511.0;136.8
"2023-07-01";16;6071.0;4511.0;134.6
"2023-07-01";17;6022.0;4511.0;133.5
"2023-07-01";18;5873.0;4511.0;130.2
"2023-07-01";19;6123.0;4511.0;135.7
"2023-07-01";20;6223.0;4511.0;138.0
"2023-07-01";21;5824.0;4511.0;129.1
"2023-07-01";22;6074.0;4511.0;134.6
"2023-07-01";23;5675.0;4511.0;125.8
"2023-07-01";24;5376.0;4511.0;119.2
"2023-07-01";25;5376.0;4511.0;119.2
"2023-07-01";26;5276.0;4511.0;117.0
"2023-07-01";27;5176.0;4511.0;114.7
"2023-07-01";28;4978.0;4511.0;110.4
"2023-07-01";29;5378.0;4511.0;119.2
"2023-08-01";0;4512.0;4512.0;100.0
"2023-08-01";1;4463.0;4512.0;98.9
"2023-08-01";2;4414.0;4512.0;97.8
"2023-08-01";3;4414.0;4512.0;97.8
"2023-08-01";4;4665.0;4512.0;103.4
"2023-08-01";5;4765.0;4512.0;105.6
"2023-08-01";6;5015.0;4512.0;111.1
"2023-08-01";7;4616.0;4512.0;102.3
"2023-08-01";8;4866.0;4512.0;107.8
"2023-08-01";9;4866.0;4512.0;107.8
"2023-08-01";10;4767.0;4512.0;105.7
"2023-08-01";11;4268.0;4512.0;94.6
"2023-08-01";12;3870.0;4512.0;85.8
"2023-08-01";13;3821.0;4512.0;84.7
"2023-08-01";14;3921.0;4512.0;86.9
"2023-08-01";15;3921.0;4512.0;86.9
"2023-08-01";16;4272.0;4512.0;94.7
"2023-08-01";17;4323.0;4512.0;95.8
"2023-08-01";18;4024.0;4512.0;89.2
"2023-08-01";19;3576.0;4512.0;79.3
"2023-08-01";20;3927.0;4512.0;87.0
"2023-08-01";21;4377.0;4512.0;97.0
"2023-08-01";22;4328.0;4512.0;95.9
"2023-08-01";23;4277.0;4512.0;94.8
"2023-08-01";24;4277.0;4512.0;94.8
"2023-08-01";25;4277.0;4512.0;94.8
"2023-08-01";26;4228.0;4512.0;93.7
"2023-08-01";27;4228.0;4512.0;93.7
"2023-08-01";28;4328.0;4512.0;95.9
"2023-09-01";0;4603.0;4603.0;100.0
"2023-09-01";1;4854.0;4603.0;105.5
"2023-09-01";2;4854.0;4603.0;105.5
"2023-09-01";3;5155.0;4603.0;112.0
"2023-09-01";4;5356.0;4603.0;116.4
"2023-09-01";5;5706.0;4603.0;124.0
"2023-09-01";6;5608.0;4603.0;121.8
"2023-09-01";7;5361.0;4603.0;116.5
"2023-09-01";8;5561.0;4603.0;120.8
"2023-09-01";9;5461.0;4603.0;118.6
"2023-09-01";10;5661.0;4603.0;123.0
"2023-09-01";11;6009.0;4603.0;130.5
"2023-09-01";12;6310.0;4603.0;137.1
"2023-09-01";13;6660.0;4603.0;144.7
"2023-09-01";14;6960.0;4603.0;151.2
"2023-09-01";15;7061.0;4603.0;153.4
"2023-09-01";16;7061.0;4603.0;153.4
"2023-09-01";17;7161.0;4603.0;155.6
"2023-09-01";18;7061.0;4603.0;153.4
"2023-09-01";19;7311.0;4603.0;158.8
"2023-09-01";20;6912.0;4603.0;150.2
"2023-09-01";21;7262.0;4603.0;157.8
"2023-09-01";22;7113.0;4603.0;154.5
"2023-09-01";23;7165.0;4603.0;155.7
"2023-09-01";24;7515.0;4603.0;163.3
"2023-09-01";25;7615.0;4603.0;165.4
"2023-09-01";26;7066.0;4603.0;153.5
"2023-09-01";27;6917.0;4603.0;150.3
"2023-10-01";0;4610.0;4610.0;100.0
"2023-10-01";1;4762.0;4610.0;103.3
"2023-10-01";2;4065.0;4610.0;88.2
"2023-10-01";3;3815.0;4610.0;82.8
"2023-10-01";4;3866.0;4610.0;83.9
"2023-10-01";5;3917.0;4610.0;85.0
"2023-10-01";6;3819.0;4610.0;82.8
"2023-10-01";7;3770.0;4610.0;81.8
"2023-10-01";8;3770.0;4610.0;81.8
"2023-10-01";9;3721.0;4610.0;80.7
"2023-10-01";10;4171.0;4610.0;90.5
"2023-10-01";11;3922.0;4610.0;85.1
"2023-10-01";12;3971.0;4610.0;86.1
"2023-10-01";13;3922.0;4610.0;85.1
"2023-10-01";14;3822.0;4610.0;82.9
"2023-10-01";15;3822.0;4610.0;82.9
"2023-10-01";16;3724.0;4610.0;80.8
"2023-10-01";17;4023.0;4610.0;87.3
"2023-10-01";18;4074.0;4610.0;88.4
"2023-10-01";19;4224.0;4610.0;91.6
"2023-10-01";20;4675.0;4610.0;101.4
"2023-10-01";21;4575.0;4610.0;99.2
"2023-10-01";22;4425.0;4610.0;96.0
"2023-10-01";23;4425.0;4610.0;96.0
"2023-10-01";24;4525.0;4610.0;98.2
"2023-10-01";25;4376.0;4610.0;94.9
"2023-10-01";26;4476.0;4610.0;97.1
"2023-11-01";0;3659.0;3659.0;100.0
"2023-11-01";1;3759.0;3659.0;102.7
"2023-11-01";2;3661.0;3659.0;100.1
"2023-11-01";3;3512.0;3659.0;96.0
"2023-11-01";4;3612.0;3659.0;98.7
"2023-11-01";5;3612.0;3659.0;98.7
"2023-11-01";6;3713.0;3659.0;101.5
"2023-11-01";7;3664.0;3659.0;100.1
"2023-11-01";8;3115.0;3659.0;85.1
"2023-11-01";9;3565.0;3659.0;97.4
"2023-11-01";10;3666.0;3659.0;100.2
"2023-11-01";11;3419.0;3659.0;93.4
"2023-11-01";12;3519.0;3659.0;96.2
"2023-11-01";13;3620.0;3659.0;98.9
"2023-11-01";14;3571.0;3659.0;97.6
"2023-11-01";15;3472.0;3659.0;94.9
"2023-11-01";16;3523.0;3659.0;96.3
"2023-11-01";17;3523.0;3659.0;96.3
"2023-11-01";18;3324.0;3659.0;90.8
"2023-11-01";19;3324.0;3659.0;90.8
"2023-11-01";20;3525.0;3659.0;96.3
"2023-11-01";21;3526.0;3659.0;96.4
"2023-11-01";22;4026.0;3659.0;110.0
"2023-11-01";23;3877.0;3659.0;106.0
"2023-11-01";24;3478.0;3659.0;95.1
"2023-11-01";25;3728.0;3659.0;101.9
"2023-12-01";0;4060.0;4060.0;100.0
"2023-12-01";1;4160.0;4060.0;102.5
"2023-12-01";2;3862.0;4060.0;95.1
"2023-12-01";3;3813.0;4060.0;93.9
"2023-12-01";4;3914.0;4060.0;96.4
"2023-12-01";5;3914.0;4060.0;96.4
"2023-12-01";6;3914.0;4060.0;96.4
"2023-12-01";7;4064.0;4060.0;100.1
"2023-12-01";8;4015.0;4060.0;98.9
"2023-12-01";9;3817.0;4060.0;94.0
"2023-12-01";10;3567.0;4060.0;87.9
"2023-12-01";11;4117.0;4060.0;101.4
"2023-12-01";12;4318.0;4060.0;106.4
"2023-12-01";13;4318.0;4060.0;106.4
"2023-12-01";14;4418.0;4060.0;108.8
"2023-12-01";15;4768.0;4060.0;117.4
"2023-12-01";16;4670.0;4060.0;115.0
"2023-12-01";17;4721.0;4060.0;116.3
"2023-12-01";18;4721.0;4060.0;116.3
"2023-12-01";19;5522.0;4060.0;136.0
"2023-12-01";20;5522.0;4060.0;136.0
"2023-12-01";21;5772.0;4060.0;142.2
"2023-12-01";22;6622.0;4060.0;163.1
"2023-12-01";23;6622.0;4060.0;163.1
"2023-12-01";24;5875.0;4060.0;144.7
"2024-01-01";0;4603.0;4603.0;100.0
"2024-01-01";1;4454.0;4603.0;96.8
"2024-01-01";2;4706.0;4603.0;102.2
"2024-01-01";3;5206.0;4603.0;113.1
"2024-01-01";4;5157.0;4603.0;112.0
"2024-01-01";5;5357.0;4603.0;116.4
"2024-01-01";6;5559.0;4603.0;120.8
"2024-01-01";7;5559.0;4603.0;120.8
"2024-01-01";8;5510.0;4603.0;119.7
"2024-01-01";9;4962.0;4603.0;107.8
"2024-01-01";10;4913.0;4603.0;106.7
"2024-01-01";11;4864.0;4603.0;105.7
"2024-01-01";12;5165.0;4603.0;112.2
"2024-01-01";13;5165.0;4603.0;112.2
"2024-01-01";14;5065.0;4603.0;110.0
"2024-01-01";15;5215.0;4603.0;113.3
"2024-01-01";16;5318.0;4603.0;115.5
"2024-01-01";17;5619.0;4603.0;122.1
"2024-01-01";18;5320.0;4603.0;115.6
"2024-01-01";19;4670.0;4603.0;101.5
"2024-01-01";20;4521.0;4603.0;98.2
"2024-01-01";21;4521.0;4603.0;98.2
"2024-01-01";22;4421.0;4603.0;96.0
"2024-01-01";23;4671.0;4603.0;101.5
"2024-02-01";0;4999.0;4999.0;100.0
"2024-02-01";1;4854.0;4999.0;97.1
"2024-02-01";2;5005.0;4999.0;100.1
"2024-02-01";3;6305.0;4999.0;126.1
"2024-02-01";4;7405.0;4999.0;148.1
"2024-02-01";5;7056.0;4999.0;141.1
"2024-02-01";6;7307.0;4999.0;146.2
"2024-02-01";7;7407.0;4999.0;148.2
"2024-02-01";8;7358.0;4999.0;147.2
"2024-02-01";9;7808.0;4999.0;156.2
"2024-02-01";10;6910.0;4999.0;138.2
"2024-02-01";11;7010.0;4999.0;140.2
"2024-02-01";12;7013.0;4999.0;140.3
"2024-02-01";13;7013.0;4999.0;140.3
"2024-02-01";14;7013.0;4999.0;140.3
"2024-02-01";15;7165.0;4999.0;143.3
"2024-02-01";16;7165.0;4999.0;143.3
"2024-02-01";17;6915.0;4999.0;138.3
"2024-02-01";18;6616.0;4999.0;132.3
"2024-02-01";19;6516.0;4999.0;130.3
"2024-02-01";20;6867.0;4999.0;137.4
"2024-02-01";21;7068.0;4999.0;141.4
"2024-02-01";22;7168.0;4999.0;143.4
"2024-03-01";0;3358.0;3358.0;100.0
"2024-03-01";1;3260.0;3358.0;97.1
"2024-03-01";2;3512.0;3358.0;104.6
"2024-03-01";3;3463.0;3358.0;103.1
"2024-03-01";4;3515.0;3358.0;104.7
"2024-03-01";5;3466.0;3358.0;103.2
"2024-03-01";6;3317.0;3358.0;98.8
"2024-03-01";7;3319.0;3358.0;98.8
"2024-03-01";8;3819.0;3358.0;113.7
"2024-03-01";9;4319.0;3358.0;128.6
"2024-03-01";10;3920.0;3358.0;116.7
"2024-03-01";11;3873.0;3358.0;115.3
"2024-03-01";12;3873.0;3358.0;115.3
"2024-03-01";13;3824.0;3358.0;113.9
"2024-03-01";14;3376.0;3358.0;100.5
"2024-03-01";15;3675.0;3358.0;109.4
"2024-03-01";16;3726.0;3358.0;111.0
"2024-03-01";17;3528.0;3358.0;105.1
"2024-03-01";18;3729.0;3358.0;111.0
"2024-03-01";19;3331.0;3358.0;99.2
"2024-03-01";20;3431.0;3358.0;102.2
"2024-03-01";21;3680.0;3358.0;109.6
"2024-04-01";0;5897.0;5897.0;100.0
"2024-04-01";1;6198.0;5897.0;105.1
"2024-04-01";2;6349.0;5897.0;107.7
"2024-04-01";3;6649.0;5897.0;112.8
"2024-04-01";4;6799.0;5897.0;115.3
"2024-04-01";5;7149.0;5897.0;121.2
"2024-04-01";6;7351.0;5897.0;124.7
"2024-04-01";7;7500.0;5897.0;127.2
"2024-04-01";8;7500.0;5897.0;127.2
"2024-04-01";9;8401.0;5897.0;142.5
"2024-04-01";10;8802.0;5897.0;149.3
"2024-04-01";11;7904.0;5897.0;134.0
"2024-04-01";12;7307.0;5897.0;123.9
"2024-04-01";13;6957.0;5897.0;118.0
"2024-04-01";14;7208.0;5897.0;122.2
"2024-04-01";15;6759.0;5897.0;114.6
"2024-04-01";16;6808.0;5897.0;115.4
"2024-04-01";17;7009.0;5897.0;118.9
"2024-04-01";18;7058.0;5897.0;119.7
"2024-04-01";19;7409.0;5897.0;125.6
"2024-04-01";20;7610.0;5897.0;129.0
"2024-05-01";0;5600.0;5600.0;100.0
"2024-05-01";1;5551.0;5600.0;99.1
"2024-05-01";2;5901.0;5600.0;105.4
"2024-05-01";3;6201.0;5600.0;110.7
"2024-05-01";4;6901.0;5600.0;123.2
"2024-05-01";5;7201.0;5600.0;128.6
"2024-05-01";6;7451.0;5600.0;133.1
"2024-05-01";7;8002.0;5600.0;142.9
"2024-05-01";8;8252.0;5600.0;147.4
"2024-05-01";9;7854.0;5600.0;140.3
"2024-05-01";10;7805.0;5600.0;139.4
"2024-05-01";11;7905.0;5600.0;141.2
"2024-05-01";12;7957.0;5600.0;142.1
"2024-05-01";13;8058.0;5600.0;143.9
"2024-05-01";14;8158.0;5600.0;145.7
"2024-05-01";15;7162.0;5600.0;127.9
"2024-05-01";16;7111.0;5600.0;127.0
"2024-05-01";17;6913.0;5600.0;123.4
"2024-05-01";18;7264.0;5600.0;129.7
"2024-05-01";19;7015.0;5600.0;125.3
"2024-06-01";0;5699.0;5699.0;100.0
"2024-06-01";1;5851.0;5699.0;102.7
"2024-06-01";2;6052.0;5699.0;106.2
"2024-06-01";3;6252.0;5699.0;109.7
"2024-06-01";4;6653.0;5699.0;116.7
"2024-06-01";5;6254.0;5699.0;109.7
"2024-06-01";6;6205.0;5699.0;108.9
"2024-06-01";7;6707.0;5699.0;117.7
"2024-06-01";8;6457.0;5699.0;113.3
"2024-06-01";9;6858.0;5699.0;120.3
"2024-06-01";10;6958.0;5699.0;122.1
"2024-06-01";11;7208.0;5699.0;126.5
"2024-06-01";12;7858.0;5699.0;137.9
"2024-06-01";13;7709.0;5699.0;135.3
"2024-06-01";14;7660.0;5699.0;134.4
"2024-06-01";15;6863.0;5699.0;120.4
"2024-06-01";16;6714.0;5699.0;117.8
"2024-06-01";17;6513.0;5699.0;114.3
"2024-06-01";18;6714.0;5699.0;117.8
"2024-07-01";0;6454.0;6454.0;100.0
"2024-07-01";1;6456.0;6454.0;100.0
"2024-07-01";2;7007.0;6454.0;108.6
"2024-07-01";3;7107.0;6454.0;110.1
"2024-07-01";4;7159.0;6454.0;110.9
"2024-07-01";5;7310.0;6454.0;113.3
"2024-07-01";6;7310.0;6454.0;113.3
"2024-07-01";7;7310.0;6454.0;113.3
"2024-07-01";8;7410.0;6454.0;114.8
"2024-07-01";9;7210.0;6454.0;111.7
"2024-07-01";10;7710.0;6454.0;119.5
"2024-07-01";11;7061.0;6454.0;109.4
"2024-07-01";12;6412.0;6454.0;99.3
"2024-07-01";13;6563.0;6454.0;101.7
"2024-07-01";14;6765.0;6454.0;104.8
"2024-07-01";15;7264.0;6454.0;112.6
"2024-07-01";16;7264.0;6454.0;112.6
"2024-07-01";17;7115.0;6454.0;110.2
"2024-08-01";0;6137.0;6137.0;100.0
"2024-08-01";1;6090.0;6137.0;99.2
"2024-08-01";2;6641.0;6137.0;108.2
"2024-08-01";3;6391.0;6137.0;104.1
"2024-08-01";4;6342.0;6137.0;103.3
"2024-08-01";5;6742.0;6137.0;109.9
"2024-08-01";6;6994.0;6137.0;114.0
"2024-08-01";7;7397.0;6137.0;120.5
"2024-08-01";8;7798.0;6137.0;127.1
"2024-08-01";9;7250.0;6137.0;118.1
"2024-08-01";10;7252.0;6137.0;118.2
"2024-08-01";11;7353.0;6137.0;119.8
"2024-08-01";12;7752.0;6137.0;126.3
"2024-08-01";13;7904.0;6137.0;128.8
"2024-08-01";14;8054.0;6137.0;131.2
"2024-08-01";15;8054.0;6137.0;131.2
"2024-08-01";16;7755.0;6137.0;126.4
"2024-09-01";0;7490.0;7490.0;100.0
"2024-09-01";1;7292.0;7490.0;97.4
"2024-09-01";2;8093.0;7490.0;108.1
"2024-09-01";3;7944.0;7490.0;106.1
"2024-09-01";4;7993.0;7490.0;106.7
"2024-09-01";5;7944.0;7490.0;106.1
"2024-09-01";6;8747.0;7490.0;116.8
"2024-09-01";7;8549.0;7490.0;114.1
"2024-09-01";8;8502.0;7490.0;113.5
"2024-09-01";9;8454.0;7490.0;112.9
"2024-09-01";10;8454.0;7490.0;112.9
"2024-09-01";11;8853.0;7490.0;118.2
"2024-09-01";12;8853.0;7490.0;118.2
"2024-09-01";13;8604.0;7490.0;114.9
"2024-09-01";14;8305.0;7490.0;110.9
"2024-09-01";15;8104.0;7490.0;108.2
"2024-10-01";0;7284.0;7284.0;100.0
"2024-10-01";1;7235.0;7284.0;99.3
"2024-10-01";2;7587.0;7284.0;104.2
"2024-10-01";3;7738.0;7284.0;106.2
"2024-10-01";4;7988.0;7284.0;109.7
"2024-10-01";5;8038.0;7284.0;110.4
"2024-10-01";6;8139.0;7284.0;111.7
"2024-10-01";7;7742.0;7284.0;106.3
"2024-10-01";8;7593.0;7284.0;104.2
"2024-10-01";9;7146.0;7284.0;98.1
"2024-10-01";10;7246.0;7284.0;99.5
"2024-10-01";11;7148.0;7284.0;98.1
"2024-10-01";12;7249.0;7284.0;99.5
"2024-10-01";13;7400.0;7284.0;101.6
"2024-10-01";14;7400.0;7284.0;101.6
"2024-11-01";0;6731.0;6731.0;100.0
"2024-11-01";1;6535.0;6731.0;97.1
"2024-11-01";2;6936.0;6731.0;103.0
"2024-11-01";3;6690.0;6731.0;99.4
"2024-11-01";4;6193.0;6731.0;92.0
"2024-11-01";5;6795.0;6731.0;101.0
"2024-11-01";6;6797.0;6731.0;101.0
"2024-11-01";7;6646.0;6731.0;98.7
"2024-11-01";8;6996.0;6731.0;103.9
"2024-11-01";9;6400.0;6731.0;95.1
"2024-11-01";10;6799.0;6731.0;101.0
"2024-11-01";11;6801.0;6731.0;101.0
"2024-11-01";12;6901.0;6731.0;102.5
"2024-11-01";13;7351.0;6731.0;109.2
"2024-12-01";0;6686.0;6686.0;100.0
"2024-12-01";1;6740.0;6686.0;100.8
"2024-12-01";2;7192.0;6686.0;107.6
"2024-12-01";3;7943.0;6686.0;118.8
"2024-12-01";4;7747.0;6686.0;115.9
